Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
157	c9b5eba7b3e59dfc	6d22d5499769d9d4	Should we all home school our kids?	pro	Appeal to Emotion	-	1	Not exactly. But we need to take care of them more than school.
158	67b5f064b456814d	5a95f2363e6767a8	Is it effective to censor parts of the media?	pro	Hasty Generalization	Hasty Generalization	6	Yes, Facebook is censoring racist comments against refugees. It works quite well. All media should be censored.
159	83b1565b11bb4a5a	d038663d70f77d9b	Is plastic surgery an important field of medicine?	pro	Appeal to Emotion	Appeal to Emotion	6	The other children were so cruel because of my ugly ears. I cried every day, thats why i had a plastic surgery. It is a very important field of medicine.
160	ba5dc2e6995963bd	6cd25d5db2cd3358	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	No Fallacy	-	0	Neuer was the best goalkeeper of the World Cup in 2014 because he made the most saves.
161	924b05dd1ead127c	a93ebbb3576e5ad9	Is drug testing athletes justified?	pro	No Fallacy	-	0	It is fair to do so to make sure no one is cheating
162	6d86e9c5a65871cc	d038663d70f77d9b	Is television an effective tool in building the minds of children?	pro	Red Herring	-	1	Celebrity News are so funny. Yesterday i watched such a show and found out, that Gerard Butler doesnt clean his living-room.
163	30fdc7ce6afdfd2f	0ec473be6979b78f	Is plastic surgery an important field of medicine?	pro	No Fallacy	-	1	Yes. Although many forms of plastic surgery can be used for superficial reasons, it is important because it is also used to reconstruct things for people after bad accidents, or for gender reassignment, skin grafts from burns, etc.
164	caadd7abf5e4279d	2532122486a591e8	Should countries disallow people coming from Ebola infected countries to enter?	contra	No Fallacy	-	0	It would be going against people's human's rights to not allow them a country where their password allows them.
165	5be377b1c99cd1ec	5a95f2363e6767a8	Is television an effective tool in building the minds of children?	pro	Irrelevant Authority	Irrelevant Authority	8	Yes, my husband has the same opinion.
166	10bc57aac6165f92	1c6c9e5e492c3075	Is tupac the most influential rapper in history?	contra	No Fallacy	-	1	He has made an important mark in the rap industry, but he did not live long enough to be the most influential rapper of all time.
167	4ce9312bde1feb3f	d038663d70f77d9b	Should musicians be payed for streaming music? (by Apple)	contra	Ad Hominem	Ad Hominem	7	You silly boy, the musicians are too rich. They do not need this money.
168	9ac89c91e2bd7e7d	718ec56b85d89f84	Is democracy the best system available?	pro	No Fallacy	-	2	History has proven that democracy is the best system available- all other systems have been eliminated.
169	f5a23fee753f9738	3606346815fd4d49	Has anyone been on the moon?	pro	No Fallacy	-	0	All conspiracy theory supporters should first read Foucalt's Pendulum!
170	976419cc1071acc7	cc1eee636691c425	Is the oppression of women by men a serious problem?	contra	Hasty Generalization	-	2	It is not. There was not a single case of oppression in my neighbourhood in the last 20 years.
171	b712b7dd4a1e1748	86f22901b28c445d	Should driving under the influence of alcohol be forbidden?	contra	Hasty Generalization	-	2	I do not know anyone who has gotten into an accident from driving under the influence so it is not a problem.
172	4c9f8478c2f3c5da	cc1eee636691c425	Does Christiano Ronaldo deserve the title as worlds-greatest soccer-player?	contra	Appeal to Emotion	Appeal to Emotion	4	No, think about it... The average german like you and me has to work 40 hours per week and gets only around 15 euros per hour. 
Whereas this soccer-player gets like 15 euros per second and all the women. This so not fair and thats why he doesnt deserve the title.
173	858d8cc51d198fe5	3f4339e14df7d077	Should jobs be subcontracted into developing countries?	contra	Appeal to Emotion	Appeal to Emotion	8	I am the only one who thinks about the little children, their mamas and grandmas, who have to work in jeans-factories, because you guys want to get more money. They will have to work like animals, shame on you.
174	e35c1754c60b2074	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	contra	No Fallacy	-	0	There are advantages to sending your child to a co-ed school.
175	e4e5cb3a3b6b55b7	7d1fb2f3edd718ef	Is the grading system used in high school effective?	contra	No Fallacy	-	1	It is not as effective as it could be. Many students can suffer due to ineffective policies.
176	2824679b72f26f48	421290114f281425	Should we all home school our kids?	pro	Irrelevant Authority	-	1	I think homeschooling is a great thing, just go read some discussion forums and you'll find out yourself...
177	20e79d31d2e2be94	0f3647b40ca00d1c	Does school detention do any good in high school?	pro	Appeal to Emotion	-	0	i need to write an argument
178	a2874a2fd04af55d	5a95f2363e6767a8	Should animals have special rights?	pro	No Fallacy	No Fallacy	6	Yes,  now the law treats them as things,  but they are conscious as we are. They need special rights.
179	0d9565fd3f1aaa9c	3f4339e14df7d077	Should Germany deport criminal refugees?	pro	No Fallacy	No Fallacy	13	Yes, refugees who commit crimes have no respect for the country they fled to. Furthermore the situation they fled from cannot have been that bad, because they risk getting sent back.
180	2684c95e8440b82e	fe5ebd2e0fc4842c		pro	No Fallacy	-	0	Of course.
181	52859e0fbaf5a1b7	3bd4d08f0a804087	Is veganism the best for our bodies?	pro	Ad Hominem	-	1	Sounds great right? Not quite. In terms of micronutrients, a vegan diet is actually more susceptible to being nutritionally poor. A vegan diet is naturally low in calcium, vitamin D, iron, vitamin B12, zinc and omega-3 fatty acids. Therefore, if you follow a vegan diet it is essential that you get enough of these nutrients through specific vegan food sources – and may even need to take additional supplements.
Read more at http://www.jamieoliver.com/news-and-features/features/vegan-diet-healthy/#6jcgGp4bW1b4zzqm.99
182	8b0d7e0dd420a715	3f4339e14df7d077	Is drug testing athletes justified?	pro	Ad Hominem	Ad Hominem	11	You are so damn soft and weak.  I guess you did never do sports, right?
183	65ed928135b73736	58acb7acccce58ff	Has television destroyed the communication among friends and family?	pro	No Fallacy	-	0	Communication between family members suffers from watching TV.
184	1032a839fe43bacb	3bd4d08f0a804087	Do celebrities get away with more crime than non-celebreties?	pro	No Fallacy	-	1	No It simply means that they have a stockpile of cash that could buy eventually anything for them; for example – “Justice”.
185	bd857fb3ec7c1879	0b106eb17fb9d269	Should economical growth always be the ultimate goal of every country?	pro	Hasty Generalization	-	1	Yes, because without money, nothing can be done.
186	fd297b49914f4f1d	f725bd6af5949b46	Should computers be allowed in class rooms?	pro	Appeal to Emotion	-	1	Don't you care about every child? No Child Left Behind, remember?
187	69439dd74aa7ead1	5a95f2363e6767a8	Do celebrities get away with more crime than non-celebrities?	pro	Red Herring	Red Herring	4	These celebs do what they want.
188	e87d4b091ec4b104	29ec0e8906705e1d	Is Apple's Swift the new star?	contra	Appeal to Emotion	-	0	You couldn't possibly buy that wile thinking about all the poor, abused people who were exploited to produce these things.
189	89ab24e41e80d5e8	7ba31a64fee9d641	Is veganism the best for our bodies?	pro	Red Herring	-	2	It isn't about money, it is about being healthy.
190	e139ea04bd6c7068	58acb7acccce58ff	Is nuclear power a reasonable energy source?	pro	No Fallacy	-	1	Nuclear power is necessary.
191	d5e2914618aa6da2	45cef8470b158757	Should gorillas be held in zoos	contra	No Fallacy	-	1	Gorillas should live freely in nature.
192	9af62de9d2e663be	9e373652b43ae58a	Should non-European immigrans in Europe be accepted?	contra	No Fallacy	-	1	good point tehe economy will grow
193	e63d73d282f81833	72b96b9113de0401	Should economical growth always be the ultimate goal of every country?	contra	No Fallacy	Hasty Generalization	3	Endless growth is impossible.
194	530417e73b64de3c	ff16d5d8026ce483	Should Germany deport criminal refugees?	pro	Irrelevant Authority	-	2	why not? Everyone has to go sometime.
195	b6d9bcf12c74d201	1ccbbde6ecf8eb57	Did media ignore crimes from refugees?	contra	Appeal to Emotion	Appeal to Emotion	5	It is sad they will never get a date in history.
196	bff8416a79526bc2	74ab9166796523f1	Is the legality of assisted suicide desirable?	pro	Ad Hominem	-	2	You're going to hell if you think like that. That's called murder.
197	609b414065d3193a	2889a49ef3448fd4	Are single sex schools more effective than co-ed schools?	pro	No Fallacy	-	1	I really felt if I had stayed in single-sex, I would have been unprepared for life after high school, socially speaking.
198	aaf4d8e103e5ad96	70cae4f89a1de683	Is Apple's Swift the new star?	pro	Hasty Generalization	-	1	But these product was released after several testing procedures.
199	bb3d8065e029dbbe	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	pro	No Fallacy	-	0	Single-sex schools are more effective.
200	bc432090c4f3ce67	697124c8b8eb61f5	Do we need a global environment task force?	pro	Red Herring	Red Herring	5	The earth is getting to warm and soon we won't have polar bears.
201	b2c07870bcddb469	12e0b91a8ac131ea	Did media ignore crimes from refugees?	pro	Irrelevant Authority	-	1	Besides that of a mass boming do you have any other examples? How about the beheading yesterday was that cover by your local media? Or the doctor that was raped in london in front of her family?
202	7f8132e16fc9ec09	4f2403c3823c39a3	Should non-European immigrans in Europe be accepted?	pro	No Fallacy	No Fallacy	5	Non-European immigrants should be accepted in Europe
203	056711e62acbb47a	5683f13b6f2294b5	Should musicians be payed for streaming music? (by Apple)	contra	Ad Hominem	Ad Hominem	6	You have no idea how street is, you better stop talking!
204	129851c070fd0c04	4991124a65f43eb5	Are humans to blame for certain animal extinctions?	contra	No Fallacy	No Fallacy	5	Humans are not to be blamed for animal extinction.
205	0137730b8c2f4bd1	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	contra	No Fallacy	-	2	I don’t think school children should spend as much time as they usually do isolated by age, let alone sex.
206	4a05569048ce4f65	6be962827ff231f5	Should jobs be subcontracted into developing countries?	pro	No Fallacy	-	2	People are not being abused. Many new companies operate in other countries for fair wages, offering opportunities that they would not otherwise have. At the same time, American citizens benefit by manufacturing efficiency and not driving American business further into debt.
207	914e42fc16cb6fe7	b5d9b8b993b4de17	Is the oppression of women by men a serious problem?	contra	Hasty Generalization	-	1	Studies say that most women like to be oppressed so I don't see how theres an issue here.
208	3e031c82c300de73	d038663d70f77d9b	Is television an effective tool in building the minds of children?	pro	Hasty Generalization	-	2	My neighbour is watching TV all day. He is super good at school, writes only the best marks. So yes, it is good vor the minds of children.
209	a88cc79ca13032eb	cc1eee636691c425	Should Germany deport criminal refugees?	contra	Appeal to Emotion	Appeal to Emotion	6	You cannot send them back. They will be so sad.
210	1798ed266e53c354	cc1eee636691c425	Should non-European immigrans in Europe be accepted?	contra	Red Herring	Red Herring	3	Why not invite everyone into EU then... (sarcasm)
211	63e56a562214dde6	44a77adabe1b2c2e	Has anyone been on the moon?	pro	No Fallacy	-	2	Yes, there's is no way that they could fake such an event. There is a lot proof, such as video footage and rocks brought back that could not be faked.
212	cc09f71315638a63	cc1eee636691c425	Do school uniforms make school a more effective place to learn?	pro	Hasty Generalization	Hasty Generalization	5	Uniforms have shown to be useful and well-accepted in St. Blasien private-school. Therefore all schools should introduce them.
